Eastern Cape,Port Alfred,Albany Street,-33.586772,26.906552                                                                                                   ,

Eastern Cape,Port Alfred,Albany Street,-33.589591,26.901472                                                                                                   ,

Eastern Cape,Port Alfred,Albatross Lane,-33.605084,26.880207                                                                                                  ,

Eastern Cape,Port Alfred,Alfred Road,-33.583465,26.90059                                                                                                      ,

Eastern Cape,Port Alfred,Alfred Road,-33.58536,26.897472                                                                                                      ,

Eastern Cape,Port Alfred,Alfred Road,-33.588968,26.892715                                                                                                     ,

Eastern Cape,Port Alfred,Alton Close,-33.614687,26.875692                                                                                                     ,

Eastern Cape,Port Alfred,Anne Mckay Road,-33.589802,26.866729                                                                                                 ,

Eastern Cape,Port Alfred,Arundel Close,-33.615225,26.874969                                                                                                   ,

Eastern Cape,Port Alfred,Atherstone Road,-33.596013,26.875108                                                                                                 ,

Eastern Cape,Port Alfred,Atherstone Road,-33.60022,26.881922                                                                                                  ,

Eastern Cape,Port Alfred,Avocet Close,-33.603711,26.892518                                                                                                    ,

Eastern Cape,Port Alfred,Aylesbury Road,-33.584383,26.890963                                                                                                  ,

Eastern Cape,Port Alfred,Bank Lane,-33.58958,26.887439                                                                                                        ,

Eastern Cape,Port Alfred,Barham Street,-33.607415,26.878919                                                                                                   ,

Eastern Cape,Port Alfred,Bathurst Street,-33.580027,26.898069                                                                                                 ,

Eastern Cape,Port Alfred,Bathurst Street,-33.583903,26.903163                                                                                                 ,

Eastern Cape,Port Alfred,Bathurst Street,-33.586679,26.905747                                                                                                 ,

Eastern Cape,Port Alfred,Beach Road,-33.601857,26.897402                                                                                                      ,

Eastern Cape,Port Alfred,Beach Street Crescent,-33.59301,26.898774                                                                                            ,

Eastern Cape,Port Alfred,Becker Street,-33.593932,26.880642                                                                                                   ,

Eastern Cape,Port Alfred,Beckson Kuhlane,-33.559969,26.895286                                                                                                 ,

Eastern Cape,Port Alfred,Bells Crescent,-33.594754,26.871223                                                                                                  ,

Eastern Cape,Port Alfred,Bells Crescent,-33.595133,26.871837                                                                                                  ,

Eastern Cape,Port Alfred,Biddulph Road,-33.584387,26.897491                                                                                                   ,

Eastern Cape,Port Alfred,Biscay Road,-33.590217,26.88106                                                                                                      ,

Eastern Cape,Port Alfred,Biscay Road,-33.591755,26.882727                                                                                                     ,

Eastern Cape,Port Alfred,Biscay Road,-33.594041,26.884343                                                                                                     ,

Eastern Cape,Port Alfred,Booysens Street,-33.580126,26.895869                                                                                                 ,

Eastern Cape,Port Alfred,Boundary Street,-33.604826,26.87899                                                                                                  ,

Eastern Cape,Port Alfred,Bowker Lane,-33.587386,26.892902                                                                                                     ,

Eastern Cape,Port Alfred,Brighton Road,-33.592477,26.89995                                                                                                    ,

Eastern Cape,Port Alfred,Broadway Street,-33.605886,26.876681                                                                                                 ,

Eastern Cape,Port Alfred,Bromley Street,-33.606753,26.878336                                                                                                  ,

Eastern Cape,Port Alfred,Buller Street,-33.593229,26.872017                                                                                                   ,

Eastern Cape,Port Alfred,Buller Street,-33.594495,26.872641                                                                                                   ,

Eastern Cape,Port Alfred,Burke Close,-33.612395,26.879272                                                                                                     ,

Eastern Cape,Port Alfred,Burke Street,-33.611405,26.878331                                                                                                    ,

Eastern Cape,Port Alfred,Bush Buck Avenue,-33.591655,26.866273                                                                                                ,

Eastern Cape,Port Alfred,Campbell Street,-33.588893,26.882382                                                                                                 ,

Eastern Cape,Port Alfred,Campbell Street,-33.59139,26.884818                                                                                                  ,

Eastern Cape,Port Alfred,Carnation Crescent,-33.583822,26.89345                                                                                               ,

Eastern Cape,Port Alfred,Carnation Crescent,-33.584122,26.894059                                                                                              ,

Eastern Cape,Port Alfred,Carnoustie Avenue,-33.613458,26.885231                                                                                               ,

Eastern Cape,Port Alfred,Caxton Lane,-33.591558,26.893394                                                                                                     ,

Eastern Cape,Port Alfred,Chatham Street,-33.609084,26.87641                                                                                                   ,

Eastern Cape,Port Alfred,Chowton Close,-33.615576,26.873925                                                                                                   ,

Eastern Cape,Port Alfred,Church Street,-33.580591,26.897308                                                                                                   ,

Eastern Cape,Port Alfred,Club Lane,-33.603349,26.882551                                                                                                       ,

Eastern Cape,Port Alfred,Colegate Road,-33.58902,26.881508                                                                                                    ,

Eastern Cape,Port Alfred,Coombe Lane,-33.588448,26.892242                                                                                                     ,

Eastern Cape,Port Alfred,Cove Lane,-33.601184,26.894274                                                                                                       ,

Eastern Cape,Port Alfred,Cowdrey Close,-33.587543,26.897991                                                                                                   ,

Eastern Cape,Port Alfred,Crane Crescent,-33.587466,26.887602                                                                                                  ,

Eastern Cape,Port Alfred,Cranleigh Close,-33.61591,26.873111                                                                                                  ,

Eastern Cape,Port Alfred,Cronbrook St,-33.603743,26.875667                                                                                                    ,

Eastern Cape,Port Alfred,Croydon Circle,-33.604253,26.876506                                                                                                  ,

Eastern Cape,Port Alfred,Croydon Circle,-33.605665,26.877549                                                                                                  ,

Eastern Cape,Port Alfred,Curlew Crescent,-33.61305,26.88665                                                                                                   ,

Eastern Cape,Port Alfred,Daniel Mgoduka Street,-33.561058,26.896304                                                                                           ,

Eastern Cape,Port Alfred,Deal Place,-33.605569,26.876192                                                                                                      ,

Eastern Cape,Port Alfred,Devlin Close,-33.58741,26.894936                                                                                                     ,

Eastern Cape,Port Alfred,Dickerson Drive,-33.581157,26.893127                                                                                                 ,

Eastern Cape,Port Alfred,Dickerson Drive,-33.582081,26.891726                                                                                                 ,

Eastern Cape,Port Alfred,Dickerson Street,-33.580674,26.896018                                                                                                ,

Eastern Cape,Port Alfred,Dickinson Road,-33.59963,26.884714                                                                                                   ,

Eastern Cape,Port Alfred,Dickinson Road,-33.602022,26.882672                                                                                                  ,

Eastern Cape,Port Alfred,Disa Street,-33.582392,26.892267                                                                                                     ,

Eastern Cape,Port Alfred,Disa Street,-33.583277,26.892227                                                                                                     ,

Eastern Cape,Port Alfred,Dora Moses Street,-33.561075,26.895747                                                                                               ,

Eastern Cape,Port Alfred,Dorking Street,-33.606424,26.876204                                                                                                  ,
